Gene_ID	Family_ID	Cutoff	TF_Status	TF_ID	Motif_ID	ID_JGI_Vienna	PFAM	name	ID_DToL	Percentage_overlap/Blast_ID	Source
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00304_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00305_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00315_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00316_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00317_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00318_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00319_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00328_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00329_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00330_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00333_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00334_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00381_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00383_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00384_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00387_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00388_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00392_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00393_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00395_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00398_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00400_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00401_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00402_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00403_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00409_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00413_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00414_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00417_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00422_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00423_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00426_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00429_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00439_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00442_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00443_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00446_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00448_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00449_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00450_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00452_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00457_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00459_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00460_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00462_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00464_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00467_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00469_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00471_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00472_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00476_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00477_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00478_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00479_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00480_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00481_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00484_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00487_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00491_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00492_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00494_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00495_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00498_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00501_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_vc1.1_XM_032383677.2	F223_2.00	0.598692764790911	I	T220965_2.00	M00503_2.00	Nvec_v1g101611	Homeobox.HG2.84:ANTP_HOXA4/ANTP_HOXB4/ANTP_HOXC4/ANTP_HOXD4	Homeodomains:ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXD3	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
